car type ,made in ,number of cars in jordan ,car age ,part ,failure rate ,price of the car ,original/imitator,new\used,selling location,service location (repair shop/automotive company,repair or replacement cost ,car total maintenance cost average,critically  ,on line price ,demand
3,2,814,13,5,0.8,7500,1,1,3,2,20,5500,0.1053,39,6.512
4,1,1289,9,14,0.263157895,11500,1,0,2,1,15,8200,0.1249,40,3.392105263
3,2,1523,3,9,0.7,15300,0,1,2,1,10,5500,0.06,35.05,10.661
3,2,4549,9,33,0.1,9900,1,0,1,1,40,5500,0.0554,600,4.549
2,3,2098,4,13,0.0831,16000,1,1,1,1,10,9100,0.0951,435,1.743438
3,2,5937,7,10,0.17,11050,0,1,2,1,10,5500,0.2342,50,10.0929
1,2,1800,13,17,0.1719,8300,1,1,2,1,10,5500,0.1275,110,3.0942
4,1,1289,9,4,0.263157895,11500,1,1,3,1,10,8200,0.1244,28,3.392105263
1,2,550,4,17,0.1724,17400,0,1,2,1,10,5500,0.1275,49.07,0.9482
1,2,1516,5,11,0.25862069,16800,1,0,1,1,15,5500,0.0552,28.04,3.920689655
2,3,2757,5,14,0.1108,16000,1,1,3,1,15,9100,0.1249,89.027,3.054756
2,3,2098,4,13,0.0831,16000,1,1,2,1,10,9100,0.0951,435,1.743438
3,2,9315,10,34,0.11,9700,1,0,2,1,35,5500,0.1934,1706,10.2465
3,2,3571,11,25,0.1719,8500,1,0,1,1,10,5500,0.0342,100,6.138549
4,1,1055,3,26,0.0896,15700,1,1,3,1,30,8200,0.0662,253,0.94528
1,2,1516,5,11,0.25862069,16800,1,1,3,2,30,5500,0.0552,68.698,3.920689655
1,2,4414,8,10,0.2579,12500,0,1,1,1,10,5500,0.2342,40,11.383706
3,2,698,15,26,0.2,6600,1,1,3,1,20,5500,0.0662,230,1.396
4,1,2392,5,11,0.197368421,13800,1,0,2,1,15,8200,0.0552,50,4.721052632
3,2,5937,7,28,0.06,11050,1,0,1,1,40,5500,0.107,100,3.5622
3,2,3800,6,5,0.64,11500,1,1,3,1,10,5500,0.1053,39,24.32
2,3,2009,10,33,0.3584,11900,1,0,1,1,40,9100,0.0554,150,7.200256
1,2,2213,6,15,0.166666667,15500,1,1,3,2,150,5500,0.1135,97.439,3.688333333
3,2,273,14,19,0.11,7050,1,0,1,1,15,5500,0.1417,70,0.3003
4,1,5457,8,31,0.0896,11900,1,0,1,1,35,8200,0.0996,100,4.889472
3,2,9315,10,10,0.17,9700,1,1,3,1,10,5500,0.2342,100,15.8355
1,2,1516,5,19,0.086206897,16800,1,0,2,1,10,5500,0.1417,55,1.306896552
4,1,5457,8,28,0.328947368,11900,1,1,3,2,120,8200,0.107,391,17.95065789
3,2,814,13,4,0.4,7500,1,0,1,1,10,5500,0.12,21.03,3.256
2,3,1368,8,4,0.1724,12500,1,1,3,1,10,9100,0.1244,56.08,2.358432
3,2,3571,11,21,0.1,8500,0,1,2,1,20,5500,0.1104,98.14,3.571
1,2,550,4,35,0.2579,17400,1,1,1,1,40,5500,0.0618,3370.408,1.41845
1,2,2031,10,11,0.4299,10700,0,1,1,1,15,5500,0.0552,42.06,8.731269
2,3,1604,9,27,0.0896,12400,1,0,2,1,20,9100,0.4333,100,1.437184
3,2,26,1,3,0.3,18400,1,0,1,1,5,5500,0.0563,30,0.078
1,2,1924,12,30,0.172413793,8700,1,0,1,1,15,5500,0.0743,100,3.317241379
3,2,3800,6,31,0.07,11500,0,1,1,1,30,5500,0.0996,70.1,2.66
2,3,1368,8,11,0.6272,12500,1,0,2,1,15,9100,0.0552,17,8.580096
3,2,273,14,13,0.4,7050,1,1,1,1,10,5500,0.0951,39.957,1.092
4,1,2632,6,33,0.789473684,13700,1,0,2,1,30,8200,0.0554,200,20.77894737
2,3,3221,2,5,0.0554,17500,1,1,3,2,20,9100,0.1053,50,1.784434
2,3,2757,5,31,0.0896,16000,1,1,3,2,50,9100,0.0996,175.951,2.470272
4,1,2392,5,32,0.263157895,13800,1,1,3,2,40,8200,0.0525,776,6.294736842
4,1,1289,9,12,0.263157895,11500,1,1,3,1,10,8200,0.1297,49,3.392105263
3,2,698,15,9,0.12,6600,1,1,3,2,20,5500,0.06,65,0.8376
1,2,1800,13,33,0.5159,8300,1,0,2,1,40,5500,0.0554,390,9.2862
4,1,2392,5,22,0.131578947,13800,1,0,2,1,10,8200,0.1233,40,3.147368421
1,2,550,4,34,0.603448276,17400,1,1,3,1,40,5500,0.1934,3334.05414,3.318965517
3,2,5864,8,18,0.8,10450,1,0,1,1,20,5500,0.1417,50,46.912
1,2,350,2,21,0.166666667,23100,0,1,1,1,20,5500,0.1104,119.17,0.583333333
1,2,792,1,18,0.16667,25200,1,1,3,2,20,5500,0.1417,130,1.3200264
3,2,3995,5,7,0.2,13000,1,1,3,1,5,5500,0.0511,41,7.99
3,2,3800,6,33,0.1,11500,1,1,3,2,60,5500,0.0554,1380,3.8
4,1,2632,6,7,0.197368421,13700,1,1,3,2,15,8200,0.0511,104,5.194736842
4,1,2392,5,21,0.131578947,13800,1,0,1,1,20,8200,0.1104,40,3.147368421
3,2,3995,5,14,0.7,13000,1,1,3,2,50,5500,0.1249,73,27.965
1,2,2315,9,8,0.1719,12000,1,1,1,1,10,5500,0.0924,37.153,3.979485
3,2,3571,11,21,0.1,8500,1,0,1,1,20,5500,0.1104,70,3.571
1,2,350,2,19,0.16667,23100,1,0,1,1,10,5500,0.1417,50,0.583345
1,2,2031,10,32,0.001,10700,0,1,1,1,20,5500,0.0525,146.509,0.02031
1,2,2213,6,14,0.344827586,15500,1,0,2,1,15,5500,0.1249,42.06,7.631034483
3,2,273,14,32,0.4,7050,1,1,3,1,20,5500,0.0525,426,1.092
3,2,4549,9,23,0.08,9900,1,0,2,1,15,5500,0.07,100,3.6392
2,3,5772,7,21,0.0831,14000,1,0,1,1,20,9100,0.1104,35,4.796532
4,1,2632,6,11,0.197368421,13700,1,0,1,1,15,8200,0.0552,50,5.194736842
1,2,550,4,7,0.166666667,17400,1,0,2,1,10,5500,0.0511,35.05,0.916666667
2,3,1604,9,17,0.0831,12400,1,1,1,1,10,9100,0.1275,103.748,1.332924
2,3,2009,10,34,0.3584,11900,1,0,2,1,30,9100,0.1934,500,7.200256
2,3,686,1,7,0.0831,19500,1,1,3,1,10,9100,0.0511,59,0.570066
1,2,1924,12,16,0.0859,8700,1,0,2,1,10,5500,0.0912,60,1.652716
2,3,107371,3,19,0.0554,17000,1,0,1,1,10,9100,0.1417,50,59.483534
2,3,5772,7,5,0.0554,14000,1,1,3,1,10,9100,0.1053,50,3.197688
1,2,2315,9,4,0.1719,12000,1,1,3,2,20,5500,0.1244,42.06,3.979485
3,2,457,2,22,0.8,17400,1,1,3,1,5,5500,0.1233,108,3.656
4,1,1289,9,18,0.526315789,11500,1,0,2,1,15,8200,0.1417,110,6.784210526
3,2,5864,8,9,0.17,10450,1,0,2,1,10,5500,0.06,30,9.9688
3,2,3800,6,11,0.02,11500,1,0,1,1,20,5500,0.0552,50,0.76
1,2,2213,6,7,0.166666667,15500,1,0,2,1,10,5500,0.0511,35.05,3.688333333
1,2,747,3,14,0.344827586,19300,1,1,1,1,15,5500,0.1249,89.027,2.575862069
4,1,1289,9,33,0.789473684,11500,1,1,3,1,30,8200,0.0554,869,10.17631579
1,2,2213,6,33,0.172413793,15500,1,1,3,2,50,5500,0.0554,1073.231,3.815517241
4,1,1841,4,34,0.263157895,15000,1,1,3,2,60,8200,0.1934,2277,4.844736842
1,2,792,1,31,0.25862069,25200,1,0,2,1,30,5500,0.0996,178.054,2.048275862
2,3,107371,3,34,0.0277,17000,1,1,3,2,60,9100,0.1934,4823,29.741767
3,2,9315,10,28,0.06,9700,1,1,3,2,80,5500,0.107,205,5.589
2,3,686,1,13,0.0831,19500,1,1,2,1,10,9100,0.0951,435,0.570066
3,2,457,2,35,0.13,17400,1,1,3,1,20,5500,0.0618,3500,0.5941
1,2,792,1,3,0.086206897,25200,1,1,3,1,40,5500,0.0563,60,0.682758621
2,3,3221,2,31,0.0896,17500,1,1,3,2,50,9100,0.0996,175.951,2.886016
1,2,1924,12,17,0.1719,8700,1,1,2,1,10,5500,0.1275,110,3.307356
3,2,1562,4,10,0.13,14800,0,1,1,1,10,5500,0.2342,50,2.0306
2,3,2009,10,17,0.0831,11900,1,1,2,1,10,9100,0.1275,103.748,1.669479
3,2,698,15,35,0.8,6600,1,1,3,2,50,5500,0.0618,4000,5.584
1,2,1924,12,7,0.166666667,8700,1,0,1,1,10,5500,0.0511,20,3.206666667
2,3,107371,3,27,0.0277,17000,1,0,1,1,20,9100,0.4333,200,29.741767
2,3,2098,4,24,0.0277,16000,1,1,3,1,20,9100,0.1275,233.433,0.581146
3,2,1562,4,15,0.01,14800,1,1,3,1,100,5500,0.1135,140,0.1562
2,3,1368,8,5,0.0896,12500,1,1,1,1,10,9100,0.1053,35,1.225728
2,3,5772,7,11,0.0554,14000,0,1,1,1,15,9100,0.0552,17,3.197688
2,3,5772,7,23,0.0554,14000,1,0,2,1,15,9100,0.07,150,3.197688
1,2,550,4,35,0.2579,17400,1,0,2,1,40,5500,0.0618,466.165,1.41845
1,2,2213,6,5,0.1724,15500,1,1,1,1,10,5500,0.1053,37.854,3.815212
1,2,792,1,30,0.172413793,25200,1,0,1,1,15,5500,0.0743,150,1.365517241
3,2,4549,9,22,0.8,9900,1,1,3,1,5,5500,0.1233,60,36.392
2,3,2098,4,27,0.0277,16000,1,1,3,2,30,9100,0.4333,602,0.581146
3,2,814,13,3,0.4,7500,1,1,3,2,10,5500,0.0563,30,3.256
1,2,1800,13,21,0.5159,8300,1,1,3,2,30,5500,0.1104,80,9.2862
1,2,1800,13,11,0.4299,8300,0,1,1,1,15,5500,0.0552,42.06,7.7382
1,2,1924,12,5,0.1719,8700,1,1,2,1,10,5500,0.1053,39,3.307356
1,2,1516,5,22,0.166666667,16800,1,1,3,1,40,5500,0.1233,110,2.526666667
2,3,1368,8,32,0.7168,12500,1,0,2,1,20,9100,0.0525,100,9.805824
2,3,2009,10,26,0.0896,11900,1,0,2,1,20,9100,0.0662,140.2,1.800064
4,1,2632,6,21,0.131578947,13700,1,1,3,1,20,8200,0.1104,99,3.463157895
2,3,107371,3,11,0.0554,17000,0,1,2,1,15,9100,0.0552,17,59.483534
4,1,2720,7,3,0.263157895,12000,1,1,3,2,60,8200,0.0563,20,7.157894737
3,2,3003,12,20,0.6,7950,1,0,2,1,20,5500,0.1143,30,18.018
2,3,2098,4,1,0.3047,16000,0,1,1,1,0,9100,0.0229,2,6.392606
3,2,9315,10,13,0.07,9700,1,1,1,1,10,5500,0.0951,39.957,6.5205
1,2,550,4,35,0.2579,17400,1,1,3,1,40,5500,0.0618,3370.408,1.41845
2,3,2098,4,28,0.25862069,16000,1,1,3,2,150,9100,0.107,1124,5.425862069
2,3,7212,6,13,0.0831,15500,1,1,1,1,10,9100,0.0951,435,5.993172
1,2,5071,11,20,0.7738,9300,1,1,3,1,15,5500,0.1143,267,39.239398
3,2,1523,3,31,0.07,15300,1,1,3,1,50,5500,0.0996,580,1.0661
3,2,26,1,35,0.13,18400,1,0,1,1,20,5500,0.0618,600,0.0338
3,2,273,14,20,0.6,7050,1,1,3,2,50,5500,0.1143,46.09,1.638
4,1,1289,9,29,0.0277,11500,1,0,1,1,50,8200,0.1151,300,0.357053
4,1,1055,3,17,0.263157895,15700,1,1,3,1,10,8200,0.1275,86,2.776315789
3,2,814,13,9,0.12,7500,1,1,3,1,10,5500,0.06,65,0.9768
2,3,2009,10,17,0.0831,11900,0,1,2,1,10,9100,0.1275,56.08,1.669479
2,3,2009,10,18,0.448,11900,1,1,3,1,10,9100,0.1417,175,9.00032
4,1,2392,5,34,0.263157895,13800,1,1,3,2,60,8200,0.1934,3020,6.294736842
2,3,3221,2,27,0.0277,17500,1,0,1,1,20,9100,0.4333,200,0.892217
1,2,5071,11,11,0.4299,9300,1,0,1,1,15,5500,0.0552,40,21.800229
1,2,747,3,15,0.166666667,19300,1,1,3,1,100,5500,0.1135,97.439,1.245
1,2,1516,5,24,0.0862,16800,1,0,1,1,10,5500,0.1275,56.08,1.306792
2,3,1604,9,31,0.0896,12400,1,1,1,1,30,9100,0.0996,175.951,1.437184
2,3,2009,10,30,0.172413793,11900,1,0,2,1,15,9100,0.0743,150,3.463793103
3,2,457,2,7,0.2,17400,1,1,3,2,10,5500,0.0511,30,0.914
2,3,7212,6,35,0.0554,15500,1,0,2,1,40,9100,0.0618,487.195,3.995448
3,2,457,2,20,0.28,17400,1,0,2,1,25,5500,0.1143,50,1.2796
2,3,3221,2,17,0.0831,17500,1,1,3,1,10,9100,0.1275,103.748,2.676651
2,3,2009,10,13,0.0896,11900,1,1,3,2,20,9100,0.0951,122,1.800064
3,2,4549,9,7,0.2,9900,1,1,3,1,5,5500,0.0511,41,9.098
2,3,2009,10,11,0.6272,11900,1,1,1,1,15,9100,0.0552,86,12.600448
1,2,2031,10,10,0.2579,10700,1,1,3,2,20,5500,0.2342,60,5.237949
1,2,5071,11,16,0.0859,9300,1,1,3,1,10,5500,0.0912,180.157,4.355989
4,1,1841,4,32,0.263157895,15000,1,0,1,1,20,8200,0.0525,100,4.844736842
1,2,550,4,34,0.603448276,17400,1,1,3,2,60,5500,0.1934,3334.05414,3.318965517
3,2,457,2,36,0.001,17400,1,0,1,1,100,5500,0.1,2000,0.00457
3,2,273,14,29,0.001,7050,1,1,1,1,35,5500,0.1151,35,0.00273
1,2,1800,13,25,0.1719,8300,1,1,3,2,20,5500,0.0342,250,3.0942
2,3,107371,3,30,0.172413793,17000,1,1,3,2,30,9100,0.0743,220,185.1224138
3,2,3800,6,29,0.001,11500,1,1,3,1,35,5500,0.1151,56,0.038
2,3,1604,9,14,0.2688,12400,1,1,2,1,15,9100,0.1249,89.027,4.311552
2,3,1368,8,24,0.0896,12500,1,1,3,2,40,9100,0.1275,233.433,1.225728
1,2,5071,11,5,0.1719,9300,1,0,2,1,10,5500,0.1053,37.854,8.717049
3,2,3995,5,27,0.13,13000,1,1,3,1,30,5500,0.4333,395,5.1935
1,2,747,3,4,0.1724,19300,1,1,1,1,10,5500,0.1244,42.06,1.287828
3,2,1523,3,9,0.7,15300,1,0,2,1,10,5500,0.06,40,10.661
1,2,1800,13,6,0.645833333,8300,1,1,3,2,20,5500,0.1249,15,11.625
3,2,4549,9,11,0.02,9900,1,1,3,2,50,5500,0.0552,152,0.9098
1,2,1800,13,11,0.4299,8300,1,1,3,1,15,5500,0.0552,90,7.7382
1,2,2315,9,29,0.0859,12000,1,0,1,1,50,5500,0.1151,44.163,1.988585
1,2,2315,9,16,0.0859,12000,1,0,1,1,10,5500,0.0912,60,1.988585
4,1,874,2,11,0.197368421,20000,1,0,2,1,15,8200,0.0552,30,1.725
1,2,350,2,21,0.166666667,23100,1,1,3,1,20,5500,0.1104,305.636,0.583333333
3,2,273,14,29,0.001,7050,1,1,3,1,35,5500,0.1151,35,0.00273
3,2,5864,8,26,0.13,10450,1,0,2,1,20,5500,0.0662,115,7.6232
3,2,3995,5,11,0.02,13000,1,0,2,1,20,5500,0.0552,50,0.799
2,3,2009,10,17,0.0831,11900,0,1,1,1,10,9100,0.1275,56.08,1.669479
3,2,26,1,33,0.7,18400,1,1,3,1,60,5500,0.0554,1380,0.182
3,2,3995,5,4,0.1,13000,1,1,3,2,20,5500,0.12,42.06,3.995
3,2,273,14,21,0.1,7050,1,1,3,2,50,5500,0.1104,125,0.273
1,2,1924,12,7,0.166666667,8700,1,1,1,1,10,5500,0.0511,63,3.206666667
3,2,814,13,36,0.001,7500,1,1,3,2,240,5500,0.1,6120,0.00814
4,1,2392,5,26,0.0896,13800,1,0,2,1,30,8200,0.0662,20,2.143232
2,3,1368,8,7,0.1792,12500,1,0,1,1,10,9100,0.0511,30,2.451456
2,3,686,1,28,0.25862069,19500,1,1,2,1,40,9100,0.107,1124,1.774137931
2,3,2098,4,28,0.25862069,16000,1,0,1,1,40,9100,0.107,300,5.425862069
1,2,1951,7,13,0.0859,14300,0,1,1,1,10,5500,0.0951,35.05,1.675909
3,2,457,2,13,0.07,17400,1,1,3,1,10,5500,0.0951,39.957,0.3199
4,1,1289,9,29,0.0277,11500,1,0,2,1,50,8200,0.1151,300,0.357053
1,2,5071,11,2,3.229166667,9300,0,1,2,1,3,5500,0.03,7,163.7510417
3,2,1562,4,30,0.01,14800,1,1,3,1,15,5500,0.0743,204,0.1562
3,2,9315,10,20,0.28,9700,1,0,1,1,25,5500,0.1143,70,26.082
3,2,26,1,10,0.13,18400,0,1,1,1,10,5500,0.2342,50,0.0338
1,2,4414,8,17,0.1719,12500,0,1,2,1,10,5500,0.1275,45,7.587666
4,1,2392,5,36,0.026315789,13800,1,1,3,1,150,8200,0.1,3281,0.629473684
3,2,9315,10,31,0.07,9700,1,1,3,2,50,5500,0.0996,580,6.5205
3,2,3995,5,9,0.17,13000,0,1,2,1,10,5500,0.06,35.05,6.7915
2,3,1368,8,10,0.985663082,12500,1,1,3,2,20,9100,0.2342,60,13.48387097
2,3,3221,2,17,0.0831,17500,1,1,3,2,20,9100,0.1275,103.748,2.676651
1,2,747,3,27,0.4299,19300,1,1,3,2,20,5500,0.4333,395,3.211353
2,3,107371,3,11,0.0554,17000,1,0,2,1,15,9100,0.0552,17,59.483534
3,2,26,1,8,0.11,18400,1,1,1,1,10,5500,0.09,37.153,0.0286
3,2,1523,3,33,0.7,15300,1,0,1,1,40,5500,0.0554,600,10.661
3,2,273,14,20,0.6,7050,1,0,1,1,20,5500,0.1143,30,1.638
1,2,5071,11,24,0.0862,9300,1,1,2,1,10,5500,0.1275,99.542,4.371202
1,2,550,4,36,0.172413793,17400,1,1,3,2,250,5500,0.1,9814,0.948275862
1,2,1951,7,18,0.4299,14300,1,0,2,1,10,5500,0.1417,50,8.387349
3,2,4549,9,11,0.02,9900,1,0,1,1,20,5500,0.0552,50,0.9098
2,3,107371,3,23,0.0554,17000,1,1,3,2,30,9100,0.07,330,59.483534
2,3,1368,8,31,0.0896,12500,1,0,2,1,30,9100,0.0996,178.054,1.225728
1,2,5071,11,7,0.166666667,9300,1,1,1,1,10,5500,0.0511,63,8.451666667
1,2,2031,10,6,0.645833333,10700,1,1,2,1,10,5500,0.1249,15,13.116875
3,2,3571,11,9,0.12,8500,0,1,2,1,10,5500,0.06,30,4.2852
4,1,1841,4,5,0.131578947,15000,1,1,3,1,10,8200,0.1053,56,2.422368421
2,3,7212,6,28,0.25862069,15500,1,1,1,1,40,9100,0.107,1124,18.65172414
4,1,874,2,19,0.328947368,20000,1,1,3,2,30,8200,0.1417,110,2.875
3,2,814,13,21,0.1,7500,1,1,3,1,20,5500,0.1104,125,0.814
3,2,4549,9,5,0.64,9900,1,1,3,1,10,5500,0.1053,39,29.1136
3,2,698,15,11,0.2,6600,1,1,3,2,50,5500,0.0552,152,1.396
3,2,3995,5,35,0.13,13000,1,0,2,1,20,5500,0.0618,600,5.1935
3,2,814,13,11,0.2,7500,1,0,1,1,20,5500,0.0552,50,1.628
3,2,4549,9,32,0.05,9900,1,1,3,2,50,5500,0.0525,1200,2.2745
3,2,5937,7,33,0.1,11050,1,0,1,1,40,5500,0.0554,600,5.937
1,2,1924,12,19,0.1719,8700,1,1,3,1,10,5500,0.1417,161,3.307356
3,2,698,15,4,0.4,6600,1,1,2,1,10,5500,0.12,42.06,2.792
2,3,3221,2,23,0.0554,17500,1,0,2,1,15,9100,0.07,150,1.784434
1,2,5071,11,34,0.6878,9300,1,0,1,1,40,5500,0.1934,900,34.878338
1,2,2031,10,32,0.001,10700,1,1,3,2,30,5500,0.0525,777,0.02031
2,3,2757,5,35,0.0554,16000,1,1,1,1,40,9100,0.0618,3370.408,1.527378
3,2,3995,5,9,0.17,13000,1,1,3,2,20,5500,0.06,65,6.7915
4,1,874,2,5,0.131578947,20000,1,1,3,1,10,8200,0.1053,56,1.15
1,2,4414,8,9,0.3439,12500,1,0,1,1,10,5500,0.06,55,15.179746
2,3,3221,2,13,0.0831,17500,0,1,2,1,10,9100,0.0951,200,2.676651
1,2,1951,7,19,0.086206897,14300,1,0,1,1,10,5500,0.1417,55,1.681896552
2,3,1604,9,26,0.0896,12400,1,0,2,1,20,9100,0.0662,140.2,1.437184
1,2,2031,10,8,0.1719,10700,1,1,3,1,10,5500,0.0924,37.153,3.491289
2,3,2757,5,17,0.0831,16000,1,1,1,1,10,9100,0.1275,103.748,2.291067
1,2,5071,11,8,0.1719,9300,1,1,3,2,20,5500,0.0924,37.153,8.717049
1,2,2315,9,36,0.4299,12000,1,0,1,1,120,5500,0.1,2500,9.952185
1,2,550,4,35,0.2579,17400,1,1,3,2,60,5500,0.0618,3370.408,1.41845
3,2,3800,6,35,0.13,11500,1,1,3,1,20,5500,0.0618,3000,4.94
4,1,874,2,11,0.197368421,20000,1,0,1,1,15,8200,0.0552,30,1.725
3,2,3003,12,20,0.6,7950,1,1,3,2,50,5500,0.1143,46.09,18.018
2,3,1604,9,32,0.7168,12400,1,0,2,1,20,9100,0.0525,100,11.497472
1,2,2031,10,34,0.6878,10700,1,1,3,2,60,5500,0.1934,2479,13.969218
3,2,5864,8,20,0.28,10450,1,0,1,1,25,5500,0.1143,70,16.4192
1,2,747,3,13,0.0859,19300,0,1,1,1,10,5500,0.0951,35.05,0.641673
2,3,1604,9,6,1.064429012,12400,0,1,1,1,10,9100,0.1249,24,17.07344136
3,2,3571,11,14,0.8,8500,1,0,1,1,15,5500,0.1249,33,28.568
2,3,2757,5,26,0.0896,16000,1,0,2,1,20,9100,0.0662,140.2,2.470272
1,2,1800,13,5,0.1719,8300,1,0,2,1,10,5500,0.1053,37.854,3.0942
4,1,146,1,23,0.263157895,20500,1,1,3,1,15,8200,0.07,225,0.384210526
2,3,2757,5,8,0.0831,16000,1,1,2,1,10,9100,0.0924,37.153,2.291067
2,3,2098,4,9,0.0831,16000,1,0,1,1,10,9100,0.06,35,1.743438
2,3,686,1,2,1.568530702,19500,1,1,3,2,10,9100,0.03,14,10.76012061
4,1,5457,8,32,0.263157895,11900,1,0,1,1,20,8200,0.0525,80,14.36052632
1,2,4414,8,5,0.1719,12500,1,0,1,1,10,5500,0.1053,37.854,7.587666
2,3,5772,7,34,0.0277,14000,1,1,3,1,35,9100,0.1934,4823,1.598844
4,1,1055,3,10,0.526315789,15700,1,1,3,1,10,8200,0.2342,60,5.552631579
2,3,686,1,17,0.0831,19500,0,1,2,1,10,9100,0.1275,56.08,0.570066
3,2,273,14,9,0.12,7050,0,1,1,1,10,5500,0.06,30,0.3276
1,2,792,1,33,0.172413793,25200,1,0,1,1,40,5500,0.0554,560.8,1.365517241
3,2,5864,8,10,0.17,10450,1,1,3,2,20,5500,0.2342,100,9.9688
2,3,686,1,6,0.470559211,19500,0,1,2,1,10,9100,0.1249,24,3.228036184
3,2,26,1,16,0.07,18400,1,1,3,2,30,5500,0.0912,110,0.0182
1,2,792,1,17,0.1724,25200,1,1,3,2,20,5500,0.1275,103.748,1.365408
4,1,2632,6,21,0.131578947,13700,1,0,2,1,20,8200,0.1104,40,3.463157895
2,3,2757,5,25,0.0277,16000,1,0,2,1,10,9100,0.0342,100,0.763689
4,1,5457,8,21,0.131578947,11900,1,0,2,1,20,8200,0.1104,40,7.180263158
2,3,5772,7,15,0.166666667,14000,1,1,3,1,50,9100,0.1135,35,9.62
1,2,2031,10,31,0.1719,10700,1,1,1,1,30,5500,0.0996,171.044,3.491289
3,2,1523,3,15,0.01,15300,1,0,1,1,100,5500,0.1135,80,0.1523
1,2,2315,9,35,0.2579,12000,1,1,2,1,40,5500,0.0618,3180,5.970385
2,3,3221,2,3,0.2688,17500,1,0,1,1,40,9100,0.0563,30,8.658048
1,2,792,1,22,0.166666667,25200,1,0,2,1,40,5500,0.1233,40,1.32
2,3,1604,9,10,0.985663082,12400,0,1,1,1,10,9100,0.2342,40,15.81003584
1,2,2315,9,16,0.0859,12000,1,1,3,2,20,5500,0.0912,180.157,1.988585
4,1,2392,5,14,0.263157895,13800,1,0,1,1,15,8200,0.1249,40,6.294736842
2,3,3221,2,19,0.0554,17500,1,1,3,2,20,9100,0.1417,130,1.784434
1,2,350,2,30,0.172413793,23100,1,1,3,2,30,5500,0.0743,220,0.603448276
2,3,1368,8,21,0.2688,12500,0,1,2,1,20,9100,0.1104,35,3.677184
2,3,7212,6,7,0.0831,15500,1,0,2,1,10,9100,0.0511,35,5.993172
1,2,350,2,18,0.16667,23100,1,1,3,2,20,5500,0.1417,130,0.583345
2,3,3221,2,33,0.0831,17500,1,0,2,1,40,9100,0.0554,200,2.676651
3,2,3800,6,15,0.01,11500,1,1,3,1,100,5500,0.1135,140,0.38
3,2,698,15,31,0.4,6600,1,1,3,1,50,5500,0.0996,540,2.792
1,2,2315,9,36,0.4299,12000,1,1,3,1,120,5500,0.1,6776,9.952185
4,1,1289,9,15,0.065789474,11500,1,1,3,2,50,8200,0.1135,124,0.848026316
1,2,2315,9,10,0.2579,12000,0,1,2,1,10,5500,0.2342,40,5.970385
1,2,550,4,13,0.0859,17400,1,0,1,1,10,5500,0.0951,21.03,0.47245
1,2,747,3,30,0.172413793,19300,1,1,3,2,30,5500,0.0743,220,1.287931034
3,2,457,2,36,0.001,17400,1,1,3,1,100,5500,0.1,6120,0.00457
3,2,3800,6,28,0.06,11500,1,1,3,2,80,5500,0.107,205,2.28
4,1,5457,8,19,0.328947368,11900,1,1,3,1,15,8200,0.1417,100,17.95065789
1,2,2315,9,31,0.1719,12000,1,1,3,1,30,5500,0.0996,171.044,3.979485
3,2,3995,5,6,0.47,13000,0,1,2,1,10,5500,0.1249,14.02,18.7765
3,2,273,14,21,0.1,7050,1,0,2,1,20,5500,0.1104,70,0.273
1,2,2031,10,19,0.1719,10700,1,0,1,1,10,5500,0.1417,50,3.491289
3,2,814,13,20,0.6,7500,1,1,3,1,20,5500,0.1143,46.09,4.884
3,2,3800,6,8,0.11,11500,1,1,2,1,10,5500,0.09,37.153,4.18
1,2,747,3,15,0.166666667,19300,1,0,1,1,100,5500,0.1135,97.439,1.245
2,3,3221,2,33,0.0831,17500,1,0,1,1,40,9100,0.0554,200,2.676651
2,3,1604,9,24,0.0896,12400,1,1,3,1,20,9100,0.1275,233.433,1.437184
1,2,1951,7,24,0.0862,14300,1,1,2,1,10,5500,0.1275,99.542,1.681762
1,2,1951,7,12,0.43,14300,1,1,3,2,30,5500,0.1297,70,8.3893
3,2,5864,8,14,0.7,10450,0,1,1,1,15,5500,0.1249,42.06,41.048
1,2,2315,9,26,0.25862069,12000,1,1,1,1,20,5500,0.0662,230,5.987068966
2,3,2098,4,21,0.0831,16000,1,1,3,1,20,9100,0.1104,35,1.743438
4,1,2632,6,23,0.263157895,13700,1,1,3,2,30,8200,0.07,200,6.926315789
4,1,2392,5,3,0.263157895,13800,1,1,3,1,40,8200,0.0563,20,6.294736842
2,3,2009,10,12,0.0896,11900,1,1,3,2,30,9100,0.1297,51,1.800064
1,2,2213,6,17,0.1724,15500,1,1,1,1,10,5500,0.1275,100.243,3.815212
1,2,350,2,4,0.1724,23100,1,0,2,1,10,5500,0.1244,21.03,0.6034
1,2,2031,10,11,0.4299,10700,1,1,2,1,15,5500,0.0552,90,8.731269
2,3,107371,3,8,0.0831,17000,1,1,3,2,20,9100,0.0924,37.153,89.225301
1,2,1516,5,22,0.166666667,16800,1,0,2,1,40,5500,0.1233,40,2.526666667
1,2,1800,13,26,0.25862069,8300,1,1,3,2,40,5500,0.0662,230,4.655172414
3,2,5864,8,28,0.06,10450,1,1,3,1,40,5500,0.107,205,3.5184
3,2,1562,4,12,0.7,14800,1,1,3,1,10,5500,0.1297,70,10.934
2,3,7212,6,17,0.0831,15500,1,0,2,1,10,9100,0.1275,56.08,5.993172
